Time,Entity,Entity Type,Log Source,Host Name (Server),Message
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,bonding: bond0: setting xmit hash policy to layer3+4 (1).
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,bonding: bond0: Setting MII monitoring interval to 100.
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,bonding: bond0: setting mode to 802.3ad (4).
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,bonding: bond0: Setting LACP rate to fast (1).
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,bonding: bond0: setting xmit hash policy to layer3+4 (1).
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ADDRCONF(NETDEV_UP): bond0: link is not ready
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,8021q: adding VLAN 0 to HW filter on device bond0
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,RAMDISK: 5928a000 - 5a32cb75
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,bonding: bond0: Setting MII monitoring interval to 100.
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,bonding: bond0: setting mode to 802.3ad (4).
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,bonding: bond0: Setting LACP rate to fast (1).
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,bonding: bond0: setting xmit hash policy to layer3+4 (1).
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,bonding: bond0: Adding slave eth0.
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,8021q: adding VLAN 0 to HW filter on device eth0
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,(null): Dropping TSO features since no CSUM feature.
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,(null): Dropping TSO6 features since no CSUM feature.
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,bonding: bond0: enslaving eth0 as a backup interface with a down link.
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,bonding: bond0: Adding slave eth4.
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: RSDP 000000007b790014 00024 (v02 LENOVO)
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,(null): Dropping TSO features since no CSUM feature.
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,(null): Dropping TSO6 features since no CSUM feature.
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,bonding: bond0: enslaving eth4 as a backup interface with a down link.
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ADDRCONF(NETDEV_UP): bond0: link is not ready
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,8021q: adding VLAN 0 to HW filter on device bond0
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Enabling ondemand cpu frequency scaling governor
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"igb: eth0 NIC Link is Up 1000 Mbps Full Duplex, Flow Control: RX"
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Version 1.2.3 starting
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Version 1.2.3 starting
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"bond0: link status definitely up for interface eth0, 1000 Mbps full duplex."
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: XSDT 000000007b78f188 000F4 (v01 LENOVO SYSTEM_X 00000000      01000013)
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ADDRCONF(NETDEV_CHANGE): bond0: link becomes ready
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,kexec: loaded kdump kernel
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,started up
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,starting up
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,1 rule loaded
2018-05-17T08:59:09.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,waiting for events: event logging is off
2018-05-17T08:59:10.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,client connected from 3274[68:68]
2018-05-17T08:59:10.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,1 client rule loaded
2018-05-17T08:59:10.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"tg3 0000:20:00.0: eth4: Link is up at 1000 Mbps, full duplex"
2018-05-17T08:59:10.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,tg3 0000:20:00.0: eth4: Flow control is off for TX and off for RX
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: FACP 000000007b78b000 000F4 (v04 LENOVO SYSTEM_X 00000000 MSFT 20091019)
2018-05-17T08:59:10.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,tg3 0000:20:00.0: eth4: EEE is disabled
2018-05-17T08:59:10.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"bond0: link status definitely up for interface eth4, 1000 Mbps full duplex."
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,lookup_read_master: lookup(nisplus): couldn't locate nis+ table auto.master
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,failed to prefill DIMM database from DMI data
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ntpd 4.2.6p5@1.2349-o Mon Jul 15 09:22:49 UTC 2013 (1)
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,proto: precision = 0.130 usec
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,0.0.0.0 c01d 0d kern kernel time sync enabled
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Listen and drop on 0 v4wildcard 0.0.0.0 UDP 123
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Listen and drop on 1 v6wildcard :: UDP 123
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Listen normally on 2 lo 127.0.0.1 UDP 123
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: DSDT 000000007b75c000 26FDA (v02 LENOVO SYSTEM_X 00000003 MSFT 20091015)
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Listen normally on 3 bond0 10.16.11.3 UDP 123
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Listen normally on 4 lo ::1 UDP 123
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Listen normally on 5 bond0 fe80::a236:9fff:fe62:974c UDP 123
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,peers refreshed
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Listening on routing socket on fd #22 for interface updates
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,0.0.0.0 c016 06 restart
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,0.0.0.0 c012 02 freq_set kernel 13.928 PPM
2018-05-17T08:59:11.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"Init complete, entering main loop"
2018-05-17T08:59:14.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,tg3 0000:20:00.0: eth4: Link is down
2018-05-17T08:59:14.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"bonding: bond0: link status definitely down for interface eth4, disabling it"
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: FACS 000000007b3eb000 00040
2018-05-17T08:59:17.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"tg3 0000:20:00.0: eth4: Link is up at 1000 Mbps, full duplex"
2018-05-17T08:59:17.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,tg3 0000:20:00.0: eth4: Flow control is off for TX and off for RX
2018-05-17T08:59:17.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,tg3 0000:20:00.0: eth4: EEE is disabled
2018-05-17T08:59:17.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"bond0: link status definitely up for interface eth4, 1000 Mbps full duplex."
2018-05-17T08:59:57.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,tty1: invalid character 0x1b in login name
2018-05-17T09:00:02.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,tty (/dev/tty1) main process (3569) terminated with status 1
2018-05-17T09:00:02.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"tty (/dev/tty1) main process ended, respawning"
2018-05-17T09:00:15.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"tty (/dev/tty1) main process ended, respawning"
2018-05-17T09:00:25.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"usb 3-10: USB disconnect, device number 4"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"imklog 5.8.10, log source = /proc/kmsg started."
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: TCPA 000000007b78e000 00064 (v02 INTEL  EDK2     00000002      01000013)
2018-05-15T19:35:02.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"In order for Subscription Manager to provide your system with updates, your system must be registered with the Customer Portal. Please enter your Red Hat login to ensure your system is up-to-date."
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"[origin software=""rsyslogd"" swVersion=""5.8.10"" x-pid=""2967"" x-info=""http://www.rsyslog.com""] start"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Initializing cgroup subsys cpuset
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Initializing cgroup subsys cpu
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Linux version 2.6.32-431.el6.x86_64 (mockbuild@x86-023.build.eng.bos.redhat.com) (gcc version 4.4.7 20120313 (Red Hat 4.4.7-4) (GCC) ) #1 SMP Sun Nov 10 22:19:54 EST 2013
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Command line: ro root=/dev/mapper/VolGroup-lv_root rd_NO_LUKS LANG=en_US.UTF-8 rd_NO_MD rd_LVM_LV=VolGroup/lv_swap SYSFONT=latarcyrheb-sun16 crashkernel=auto rd_LVM_LV=VolGroup/lv_root  KEYBOARDTYPE=pc KEYTABLE=us rd_NO_DM rhgb quiet
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,KERNEL supported cpus:
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Intel GenuineIntel
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,AMD AuthenticAMD
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Centaur CentaurHauls
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-provided physical RAM map:
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: SSDT 000000007b78d000 003A2 (v01 INTEL  TcgTable 00001000 INTL 20130328)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 0000000000000000 - 00000000000a0000 (usable)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 0000000000100000 - 000000005f6f7000 (usable)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 000000005f6f7000 - 000000005f706000 (reserved)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 000000005f706000 - 00000000648c5000 (usable)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 00000000648c5000 - 0000000074946000 (reserved)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 0000000074946000 - 0000000076b6f000 (usable)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 0000000076b6f000 - 0000000076ba1000 (reserved)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 0000000076ba1000 - 0000000077ba4000 (usable)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 0000000077ba4000 - 00000000793ff000 (reserved)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 00000000793ff000 - 000000007b3ff000 (ACPI NVS)
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: BDAT 000000007b78c000 00030 (v01 LENOVO SYSTEM_X 00000000 MSFT 20091013)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 000000007b3ff000 - 000000007b791000 (ACPI data)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 000000007b791000 - 000000007b800000 (usable)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 0000000080000000 - 0000000090000000 (reserved)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 00000000fed1c000 - 00000000fed20000 (reserved)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 00000000ff000000 - 0000000100000000 (reserved)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS-e820: 0000000100000000 - 0000004080000000 (usable)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,EFI v2.31 by EDK II
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,BIOS ID: 0
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI=0x7b790000  ACPI 2.0=0x7b790014  SMBIOS=0x793fc000
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem00: type=3, attr=0xf, range=[0x0000000000000000-0x0000000000001000) (0MB)"
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: HPET 000000007b78a000 00038 (v01 LENOVO SYSTEM_X 00000001 MSFT 20091017)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem01: type=7, attr=0xf, range=[0x0000000000001000-0x000000000001e000) (0MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem02: type=2, attr=0xf, range=[0x000000000001e000-0x0000000000020000) (0MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem03: type=3, attr=0xf, range=[0x0000000000020000-0x000000000009f000) (0MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem04: type=4, attr=0xf, range=[0x000000000009f000-0x00000000000a0000) (0MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem05: type=7, attr=0xf, range=[0x0000000000100000-0x0000000000800000) (7MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem06: type=3, attr=0xf, range=[0x0000000000800000-0x0000000001000000) (8MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem07: type=7, attr=0xf, range=[0x0000000001000000-0x0000000059289000) (1410MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem08: type=2, attr=0xf, range=[0x0000000059289000-0x000000005ab0c000) (24MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem09: type=4, attr=0xf, range=[0x000000005ab0c000-0x000000005b00d000) (5MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem10: type=2, attr=0xf, range=[0x000000005b00d000-0x000000005b40d000) (4MB)"
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: APIC 000000007b789000 0016A (v03 LENOVO SYSTEM_X 00000000 MSFT 20091014)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem11: type=1, attr=0xf, range=[0x000000005b40d000-0x000000005b44d000) (0MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem12: type=2, attr=0xf, range=[0x000000005b44d000-0x000000005b48b000) (0MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem13: type=4, attr=0xf, range=[0x000000005b48b000-0x000000005b4c2000) (0MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem14: type=2, attr=0xf, range=[0x000000005b4c2000-0x000000005b4c8000) (0MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem15: type=4, attr=0xf, range=[0x000000005b4c8000-0x000000005b4f9000) (0MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem16: type=2, attr=0xf, range=[0x000000005b4f9000-0x000000005b7fa000) (3MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem17: type=4, attr=0xf, range=[0x000000005b7fa000-0x000000005b87e000) (0MB)"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"EFI: mem18: type=2, attr=0xf, range=[0x000000005b87e000-0x000000005b87f000) (0MB)"
